ID,brand,model,vehiclenumber,cost,status,duration
872,suzuki25,,35,37193,,0
873,bajaj,,23,20370,,0
874,bajaj1,,44,37159,,0
875,honda,,34,36079,,0
876,suzuki,,31,47413,,0
877,suzuki25,,52,43132,,0
878,bajaj,,56,22990,,0
879,bajaj1,,53,32917,,0
880,honda,,28,43081,,0
881,suzuki,,33,31347,,0
882,suzuki25,,30,25040,,0
883,bajaj,,53,23459,,0
884,bajaj1,,59,36975,,0
885,honda,,42,22454,,0
886,suzuki,,44,42604,,0
887,suzuki25,,30,42555,,0
888,bajaj,,37,25559,,0
889,bajaj1,,45,46314,,0
890,honda,,36,47713,,0
891,suzuki,,55,51746,,0
892,suzuki25,,46,41842,,0
893,bajaj,,55,43926,,0
894,bajaj1,,52,40053,,0
895,honda,,23,40259,,0
896,suzuki,,23,48503,,0
897,suzuki25,,41,52389,,0
898,bajaj,,52,40432,,0
899,bajaj1,,24,31786,,0
900,honda,,26,31712,,0
901,suzuki,,38,33511,,0
902,suzuki25,,54,22814,,0
903,bajaj,,37,29833,,0
904,bajaj1,,31,33517,,0
905,honda,,48,34191,,0
906,suzuki,,61,47057,,0
907,suzuki25,,21,32695,,0
908,bajaj,,67,24481,,0
909,bajaj1,,34,23222,,0
910,honda,,62,35292,,0
911,suzuki,,34,52524,,0
912,suzuki25,,44,42560,,0
913,bajaj,,38,27095,,0
914,bajaj1,,40,43929,,0
915,honda,,55,40199,,0
916,suzuki,,39,41176,,0
917,suzuki25,,28,40530,,0
918,bajaj,,65,48228,,0
919,bajaj1,,39,43656,,0
920,honda,,39,36277,,0
921,suzuki,,27,39402,,0
922,suzuki25,,51,25886,,0
923,bajaj,,68,42646,,0
924,bajaj1,,52,28138,,0
925,honda,,61,30534,,0
926,suzuki,,66,44715,,0
927,suzuki25,,44,49722,,0
928,bajaj,,54,25551,,0
929,bajaj1,,45,40051,,0
930,honda,,43,26740,,0
931,suzuki,,63,51490,,0
932,suzuki25,,28,41342,,0
933,bajaj,,41,40288,,0
934,bajaj1,,37,40678,,0
935,honda,,25,52255,,0
936,suzuki,,67,26452,,0
937,suzuki25,,58,44641,,0
938,bajaj,,23,41457,,0
939,bajaj1,,28,23464,,0
940,honda,,57,37494,,0
941,suzuki,,21,42669,,0
942,suzuki25,,26,39818,,0
943,bajaj,,68,21076,,0
944,bajaj1,,39,47946,,0
945,honda,,42,37600,,0
946,suzuki,,31,46633,,0
947,suzuki25,,58,44899,,0
948,bajaj,,46,25594,,0
949,bajaj1,,66,22393,,0
950,honda,,55,21323,,0
951,suzuki,,38,33078,,0
952,suzuki25,,62,46837,,0
953,bajaj,,29,25437,,0
954,bajaj1,,51,20977,,0
955,honda,,58,24531,,0
956,suzuki,,29,21869,,0
957,suzuki25,,42,29267,,0
958,bajaj,,46,25887,,0
959,bajaj1,,68,30562,,0
960,honda,,37,46554,,0
961,suzuki,,40,24454,,0
962,suzuki25,,60,31327,,0
963,bajaj,,46,41651,,0
964,bajaj1,,33,37493,,0
965,honda,,51,34822,,0
966,suzuki,,38,45116,,0
967,suzuki25,,59,38326,,0
968,bajaj,,21,26558,,0
969,bajaj1,,41,48455,,0
970,honda,,41,23751,,0
971,suzuki,,63,38912,,0
972,suzuki25,,52,33527,,0
973,bajaj,,44,51104,,0
974,bajaj1,,46,42005,,0
975,honda,,34,20301,,0
976,suzuki,,23,41126,,0
977,suzuki25,,27,30925,,0
978,bajaj,,40,40638,,0
979,bajaj1,,48,39416,,0
980,honda,,31,39703,,0
981,suzuki,,61,20077,,0
982,suzuki25,,27,36960,,0
983,bajaj,,37,31109,,0
984,bajaj1,,64,43223,,0
985,honda,,69,42117,,0
986,suzuki,,20,44570,,0
987,suzuki25,,23,36120,,0
988,bajaj,,26,43834,,0
989,bajaj1,,31,30716,,0
990,honda,,51,29970,,0
991,suzuki,,68,39931,,0
992,suzuki25,,41,36055,,0
993,bajaj,,54,47389,,0
994,bajaj1,,66,37104,,0
995,honda,,57,45084,,0
996,suzuki,,51,45063,,0
997,suzuki25,,67,44568,,0
998,bajaj,,45,21088,,0
999,bajaj1,,40,49292,,0
1000,honda,,59,28009,,0
1001,suzuki,,69,25985,,0
1002,suzuki25,,36,46483,,0
1003,bajaj,,33,27649,,0
1004,bajaj1,,56,41569,,0
1005,honda,,62,47311,,0
1006,suzuki,,54,30910,,0
1007,suzuki25,,49,50005,,0
1008,bajaj,,23,20372,,0
1009,bajaj1,,46,24286,,0
1010,honda,,21,49818,,0
1011,suzuki,,63,41989,,0
1012,suzuki25,,41,51054,,0
1013,bajaj,,53,36461,,0
1014,bajaj1,,39,22755,,0
1015,honda,,60,41651,,0
1016,suzuki,,66,27804,,0
1017,suzuki25,,24,45217,,0
1018,bajaj,,40,26330,,0
1019,bajaj1,,64,34213,,0
1020,honda,,52,32914,,0
1021,suzuki,,64,41857,,0
1022,suzuki25,,36,21443,,0
1023,bajaj,,67,20291,,0
1024,bajaj1,,66,33286,,0
1025,honda,,27,35960,,0
1026,suzuki,,24,43367,,0
1027,suzuki25,,53,22685,,0
1028,bajaj,,55,39795,,0
1029,bajaj1,,52,47830,,0
1030,honda,,24,35474,,0
1031,suzuki,,54,31715,,0
1032,suzuki25,,60,41367,,0
1033,bajaj,,63,39503,,0
1034,bajaj1,,36,47510,,0
1035,honda,,48,20202,,0
1036,suzuki,,39,41461,,0
1037,suzuki25,,37,46458,,0
1038,bajaj,,31,44742,,0
1039,bajaj1,,58,28078,,0
1040,honda,,62,33108,,0
1041,suzuki,,48,51283,,0
1042,suzuki25,,62,48892,,0
1043,bajaj,,40,21706,,0
1044,bajaj1,,26,43583,,0
1045,honda,,35,25274,,0
1046,suzuki,,69,21013,,0
1047,suzuki25,,69,52226,,0
1048,bajaj,,38,52099,,0
1049,bajaj1,,24,39666,,0
1050,honda,,64,43375,,0
1051,suzuki,,46,24762,,0
1052,suzuki25,,51,42676,,0
1053,bajaj,,61,20514,,0
1054,bajaj1,,59,46706,,0
1055,honda,,37,28796,,0
1056,suzuki,,65,28327,,0
1057,suzuki25,,69,31959,,0
1058,bajaj,,28,33028,,0
1059,bajaj1,,48,50038,,0
1060,honda,,50,46585,,0
1061,suzuki,,54,39297,,0
1062,suzuki25,,45,40467,,0
1063,bajaj,,35,46841,,0
1064,bajaj1,,52,28039,,0
1065,honda,,43,36593,,0
1066,suzuki,,49,46607,,0
1067,suzuki25,,63,30716,,0
1068,bajaj,,20,29428,,0
1069,bajaj1,,62,47330,,0
1070,honda,,25,39788,,0
1071,suzuki,,27,52631,,0
1072,suzuki25,,52,44839,,0
1073,bajaj,,49,30829,,0
1074,bajaj1,,51,28965,,0
1075,honda,,47,29576,,0
1076,suzuki,,35,50378,,0
1077,suzuki25,,60,22162,,0
1078,bajaj,,44,24884,,0
1079,bajaj1,,57,33969,,0
1080,honda,,56,20172,,0
1081,suzuki,,65,46774,,0
1082,suzuki25,,55,25371,,0
1083,bajaj,,51,30104,,0
1084,bajaj1,,51,44768,,0
1085,honda,,58,39200,,0
1086,suzuki,,41,37471,,0
1087,suzuki25,,48,40677,,0
1088,bajaj,,37,27643,,0
1089,bajaj1,,39,28027,,0
1090,honda,,60,38151,,0
1091,suzuki,,36,22504,,0
1092,suzuki25,,30,41178,,0
1093,bajaj,,23,30039,,0
1094,bajaj1,,44,37409,,0
1095,honda,,52,41233,,0
1096,suzuki,,20,31354,,0
1097,suzuki25,,50,46760,,0
1098,bajaj,,32,47166,,0
1099,bajaj1,,54,24181,,0
1100,honda,,36,50845,,0
1101,suzuki,,66,32325,,0
1102,suzuki25,,51,21489,,0
1103,bajaj,,35,41552,,0
1104,bajaj1,,67,37452,,0
1105,honda,,35,29291,,0
1106,suzuki,,40,30291,,0
1107,suzuki25,,41,34686,,0
1108,bajaj,,67,22608,,0
1109,bajaj1,,52,46391,,0
1110,honda,,41,43906,,0
1111,suzuki,,66,39936,,0
1112,suzuki25,,38,49080,,0
1113,bajaj,,28,38703,,0
1114,bajaj1,,47,49438,,0
1115,honda,,63,23421,,0
1116,suzuki,,33,27222,,0
1117,suzuki25,,41,22970,,0
1118,bajaj,,38,40138,,0
1119,bajaj1,,27,47551,,0
1120,honda,,66,21313,,0
1121,suzuki,,28,33187,,0
1122,suzuki25,,29,41649,,0
1123,bajaj,,32,48434,,0
1124,bajaj1,,33,48468,,0
1125,honda,,58,47514,,0
1126,suzuki,,20,44030,,0
1127,suzuki25,,56,43368,,0
1128,bajaj,,23,45486,,0
1129,bajaj1,,35,50355,,0
1130,honda,,60,36195,,0
1131,suzuki,,46,47511,,0
1132,suzuki25,,55,36401,,0
1133,bajaj,,40,32998,,0
1134,bajaj1,,38,44435,,0
1135,honda,,46,27417,,0
1136,suzuki,,52,41987,,0
1137,suzuki25,,55,31117,,0
1138,bajaj,,51,43976,,0
1139,bajaj1,,57,22508,,0
1140,honda,,52,26128,,0
1141,suzuki,,69,35304,,0
1142,suzuki25,,36,38462,,0
1143,bajaj,,23,41264,,0
1144,bajaj1,,24,42885,,0
1145,honda,,58,36764,,0
1146,suzuki,,59,45238,,0
1147,suzuki25,,65,27051,,0
1148,bajaj,,38,27222,,0
1149,bajaj1,,28,44336,,0
1150,honda,,40,51956,,0
1151,suzuki,,24,24648,,0
1152,suzuki25,,20,48569,,0
1153,bajaj,,62,40079,,0
1154,bajaj1,,33,42817,,0
1155,honda,,61,23188,,0
1156,suzuki,,68,44201,,0
1157,suzuki25,,22,37258,,0
1158,bajaj,,29,28906,,0
1159,bajaj1,,65,32576,,0
1160,honda,,27,48229,,0
1161,suzuki,,37,44115,,0
1162,suzuki25,,25,49855,,0
1163,bajaj,,28,32930,,0
1164,bajaj1,,66,31470,,0
1165,honda,,67,31746,,0
1166,suzuki,,36,48532,,0
1167,suzuki25,,58,26419,,0
1168,bajaj,,48,40332,,0
1169,bajaj1,,44,37139,,0
1170,honda,,55,44739,,0
1171,suzuki,,32,27666,,0
1172,suzuki25,,58,44874,,0
1173,bajaj,,67,40934,,0
1174,bajaj1,,25,50857,,0
1175,honda,,54,25472,,0
1176,suzuki,,20,20341,,0
1177,suzuki25,,35,45886,,0
1178,bajaj,,56,24357,,0
1179,bajaj1,,22,46946,,0
1180,honda,,46,32801,,0
1181,suzuki,,57,28355,,0
1182,suzuki25,,54,21020,,0
1183,bajaj,,50,29122,,0
1184,bajaj1,,51,33956,,0
1185,honda,,34,24960,,0
1186,suzuki,,51,24567,,0
1187,suzuki25,,37,22350,,0
1188,bajaj,,40,20505,,0
1189,bajaj1,,49,26725,,0
1190,honda,,54,42531,,0
1191,suzuki,,63,37336,,0
1192,suzuki25,,60,33758,,0
1193,bajaj,,29,41158,,0
1194,bajaj1,,35,42384,,0
1195,honda,,59,27348,,0
1196,suzuki,,54,32278,,0
1197,suzuki25,,68,27354,,0
1198,bajaj,,25,22835,,0
1199,bajaj1,,68,38365,,0
1200,honda,,31,30760,,0
1201,suzuki,,50,31806,,0
1202,suzuki25,,40,23685,,0
1203,bajaj,,37,35632,,0
1204,bajaj1,,34,46398,,0
1205,honda,,37,33391,,0
1206,suzuki,,49,41473,,0
1207,suzuki25,,37,29232,,0
1208,bajaj,,45,49351,,0
1209,bajaj1,,56,21843,,0
1210,honda,,20,47530,,0
1211,suzuki,,34,39904,,0
1212,suzuki25,,35,48374,,0
1213,bajaj,,61,47537,,0
1214,bajaj1,,69,42882,,0
1215,honda,,58,36204,,0
1216,suzuki,,60,49473,,0
1217,suzuki25,,69,46005,,0
1218,bajaj,,44,51732,,0
1219,bajaj1,,23,39585,,0
1220,honda,,25,51426,,0
1221,suzuki,,68,26989,,0
1222,suzuki25,,31,20715,,0
1223,bajaj,,37,36976,,0
1224,bajaj1,,21,45401,,0
1225,honda,,48,38222,,0
1226,suzuki,,33,49944,,0
1227,suzuki25,,64,28527,,0
1228,bajaj,,39,51432,,0
1229,bajaj1,,43,34991,,0
1230,honda,,38,38321,,0
1231,suzuki,,41,46679,,0
1232,suzuki25,,61,27926,,0
1233,bajaj,,28,48717,,0
1234,bajaj1,,24,21068,,0
1235,honda,,25,48263,,0
1236,suzuki,,42,47405,,0
1237,suzuki25,,34,31941,,0
1238,bajaj,,20,52616,,0
1239,bajaj1,,31,40064,,0
1240,honda,,57,50364,,0
1241,suzuki,,49,35101,,0
1242,suzuki25,,53,28037,,0
1243,bajaj,,49,44647,,0
1244,bajaj1,,50,29205,,0
1245,honda,,63,26940,,0
1246,suzuki,,23,32871,,0
1247,suzuki25,,35,37510,,0
1248,bajaj,,30,52432,,0
1249,bajaj1,,41,46702,,0
1250,honda,,26,41687,,0
1251,suzuki,,27,52172,,0
1252,suzuki25,,48,30790,,0
1253,bajaj,,29,32737,,0
1254,bajaj1,,62,46721,,0
1255,honda,,38,27208,,0
1256,suzuki,,23,44567,,0
1257,suzuki25,,31,48426,,0
1258,bajaj,,26,26775,,0
1259,bajaj1,,50,50610,,0
1260,honda,,57,52389,,0
1261,suzuki,,33,20672,,0
1262,suzuki25,,53,51276,,0
1263,bajaj,,23,51170,,0
1264,bajaj1,,47,30102,,0
1265,honda,,56,39552,,0
1266,suzuki,,32,27994,,0
1267,suzuki25,,67,51030,,0
1268,bajaj,,36,48214,,0
1269,bajaj1,,67,39463,,0
1270,honda,,49,44669,,0
1271,suzuki,,63,29104,,0
1272,suzuki25,,26,25746,,0
1273,bajaj,,44,41436,,0
1274,bajaj1,,69,26614,,0
1275,honda,,36,50742,,0
1276,suzuki,,68,45247,,0
1277,suzuki25,,27,39075,,0
1278,bajaj,,42,21001,,0
1279,bajaj1,,24,41041,,0
1280,honda,,29,49297,,0
1281,suzuki,,44,52459,,0
1282,suzuki25,,59,26496,,0
1283,bajaj,,63,21007,,0
1284,bajaj1,,61,32644,,0
1285,honda,,30,22273,,0
1286,suzuki,,49,23589,,0
1287,suzuki25,,48,20129,,0
1288,bajaj,,46,41815,,0
1289,bajaj1,,50,35738,,0
1290,honda,,38,41803,,0
1291,suzuki,,41,25821,,0
1292,suzuki25,,28,47755,,0
1293,bajaj,,50,32334,,0
1294,bajaj1,,54,34374,,0
1295,honda,,45,35260,,0
1296,suzuki,,48,51944,,0
1297,suzuki25,,22,37911,,0
1298,bajaj,,31,51950,,0
1299,bajaj1,,65,45789,,0
1300,honda,,62,32761,,0
1301,suzuki,,40,42454,,0
1302,suzuki25,,61,27169,,0
1303,bajaj,,42,49409,,0
1304,bajaj1,,25,27019,,0
1305,honda,,38,45774,,0
1306,suzuki,,21,22078,,0
1307,suzuki25,,60,31373,,0
1308,bajaj,,69,51762,,0
1309,bajaj1,,27,41767,,0
1310,honda,,29,20906,,0
1311,suzuki,,46,38412,,0
1312,suzuki25,,42,30148,,0
1313,bajaj,,52,39532,,0
1314,bajaj1,,22,21839,,0
1315,honda,,45,21674,,0
1316,suzuki,,44,49116,,0
1317,suzuki25,,36,23054,,0
1318,bajaj,,26,34584,,0
1319,bajaj1,,55,44218,,0
1320,honda,,68,31321,,0
1321,suzuki,,61,46047,,0
1322,suzuki25,,63,49270,,0
1323,bajaj,,46,33840,,0
1324,bajaj1,,39,33756,,0
1325,honda,,37,35991,,0
1326,suzuki,,39,42206,,0
1327,suzuki25,,37,31527,,0
1328,bajaj,,40,26189,,0
1329,bajaj1,,41,28243,,0
1330,honda,,27,51273,,0
1331,suzuki,,23,50781,,0
1332,suzuki25,,52,34134,,0
1333,bajaj,,45,43793,,0
1334,bajaj1,,52,26035,,0
1335,honda,,62,39346,,0
1336,suzuki,,59,23783,,0
1337,suzuki25,,46,36661,,0
1338,bajaj,,58,42396,,0
1339,bajaj1,,35,41645,,0
1340,honda,,27,20400,,0
1341,suzuki,,64,41991,,0
1342,suzuki25,,59,29834,,0
1343,bajaj,,40,37623,,0
1344,bajaj1,,54,34218,,0
1345,honda,,42,33330,,0
1346,suzuki,,44,27012,,0
1347,suzuki25,,65,47838,,0
1348,bajaj,,50,23183,,0
1349,bajaj1,,62,46150,,0
1350,honda,,65,48281,,0
1351,suzuki,,60,46035,,0
1352,suzuki25,,56,23645,,0
1353,bajaj,,33,43320,,0
1354,bajaj1,,58,52567,,0
1355,honda,,38,39660,,0
1356,suzuki,,59,22999,,0
1357,suzuki25,,22,46813,,0
1358,bajaj,,20,47445,,0
1359,bajaj1,,49,23395,,0
1360,honda,,33,33028,,0
1361,suzuki,,50,44146,,0
1362,suzuki25,,57,33449,,0
1363,bajaj,,62,35093,,0
1364,bajaj1,,22,36270,,0
1365,honda,,55,29975,,0
1366,suzuki,,62,50802,,0
1367,suzuki25,,65,51971,,0
1368,bajaj,,50,34788,,0
1369,bajaj1,,43,51792,,0
1370,honda,,47,33616,,0
1371,suzuki,,46,21973,,0
1372,suzuki25,,59,37497,,0
1373,bajaj,,57,30339,,0
1374,bajaj1,,38,28647,,0
1375,honda,,26,30290,,0
1376,suzuki,,31,51586,,0
1377,suzuki25,,55,42876,,0
1378,bajaj,,21,24928,,0
1379,bajaj1,,21,44010,,0
1380,honda,,22,45276,,0
1381,suzuki,,40,20715,,0
1382,suzuki25,,65,49640,,0
1383,bajaj,,64,21292,,0
1384,bajaj1,,54,45732,,0
1385,honda,,38,40677,,0
1386,suzuki,,30,38703,,0
1387,suzuki25,,43,24656,,0
1388,bajaj,,24,44476,,0
1389,bajaj1,,67,30815,,0
1390,honda,,47,39145,,0
1391,suzuki,,26,43438,,0
1392,suzuki25,,36,37965,,0
1393,bajaj,,45,37303,,0
1394,bajaj1,,25,22352,,0
1395,honda,,53,49733,,0
1396,suzuki,,55,39488,,0
1397,suzuki25,,60,36651,,0
1398,bajaj,,56,29089,,0
1399,bajaj1,,27,25653,,0
1400,honda,,69,29636,,0
1401,suzuki,,29,46943,,0
1402,suzuki25,,68,23707,,0
1403,bajaj,,41,27461,,0
1404,bajaj1,,37,41931,,0
1405,honda,,56,46555,,0
1406,suzuki,,21,47363,,0
1407,suzuki25,,30,24414,,0
1408,bajaj,,41,23180,,0
1409,bajaj1,,49,28042,,0
1410,honda,,65,47650,,0
1411,suzuki,,56,36622,,0
1412,suzuki25,,66,25603,,0
1413,bajaj,,68,23357,,0
1414,bajaj1,,28,40005,,0
1415,honda,,35,47622,,0
1416,suzuki,,44,42604,,0
1417,suzuki25,,65,34854,,0
1418,bajaj,,39,43836,,0
1419,bajaj1,,67,52124,,0
1420,honda,,55,45260,,0
1421,suzuki,,34,35933,,0
1422,suzuki25,,51,22748,,0
1423,bajaj,,49,42314,,0
1424,bajaj1,,58,22888,,0
1425,honda,,28,41311,,0
1426,suzuki,,69,25470,,0
1427,suzuki25,,48,31021,,0
1428,bajaj,,33,27724,,0
1429,bajaj1,,49,50314,,0
1430,honda,,41,35965,,0
1431,suzuki,,27,46215,,0
1432,suzuki25,,54,27078,,0
1433,bajaj,,48,27042,,0
1434,bajaj1,,25,24251,,0
1435,honda,,20,31293,,0
1436,suzuki,,62,21736,,0
1437,suzuki25,,35,48463,,0
1438,bajaj,,48,34077,,0
1439,bajaj1,,55,44378,,0
1440,honda,,69,37385,,0
1441,suzuki,,35,30621,,0
1442,suzuki25,,55,45322,,0
1443,bajaj,,48,35722,,0
1444,bajaj1,,22,21828,,0
1445,honda,,62,48762,,0
1446,suzuki,,59,37105,,0
1447,suzuki25,,57,22432,,0
1448,bajaj,,22,41207,,0
1449,bajaj1,,35,38971,,0
1450,honda,,43,22208,,0
1451,suzuki,,69,37904,,0
1452,suzuki25,,36,21574,,0
1453,bajaj,,63,28184,,0
1454,bajaj1,,44,20077,,0
1455,honda,,48,52598,,0
1456,suzuki,,57,51606,,0
1457,suzuki25,,68,40619,,0
1458,bajaj,,59,33905,,0
1459,bajaj1,,51,29965,,0
1460,honda,,37,34066,,0
1461,suzuki,,47,41078,,0
1462,suzuki25,,63,31816,,0
1463,bajaj,,40,52025,,0
1464,bajaj1,,45,29482,,0
1465,honda,,64,46170,,0
1466,suzuki,,49,30450,,0
1467,suzuki25,,50,23038,,0
1468,bajaj,,41,46863,,0
1469,bajaj1,,27,43040,,0
1470,honda,,25,51573,,0
1471,suzuki,,57,32646,,0
1472,suzuki25,,31,35128,,0
1473,bajaj,,38,43251,,0
1474,bajaj1,,37,50009,,0
1475,honda,,45,34975,,0
1476,suzuki,,33,42464,,0
1477,suzuki25,,52,42468,,0
1478,bajaj,,40,42282,,0
1479,bajaj1,,67,23354,,0
1480,honda,,52,52101,,0
1481,suzuki,,68,49765,,0
1482,suzuki25,,67,42746,,0
1483,bajaj,,21,45293,,0
1484,bajaj1,,39,51562,,0
1485,honda,,68,22735,,0
1486,suzuki,,45,36573,,0
1487,suzuki25,,55,24946,,0
1488,bajaj,,29,40470,,0
1489,bajaj1,,48,36060,,0
1490,honda,,33,22379,,0
1491,suzuki,,33,48422,,0
1492,suzuki25,,34,42451,,0
1493,bajaj,,42,28205,,0
1494,bajaj1,,62,26177,,0
1495,honda,,26,30603,,0
1496,suzuki,,45,22832,,0
1497,suzuki25,,40,43718,,0
1498,bajaj,,24,21119,,0
1499,bajaj1,,30,41414,,0
1500,honda,,69,39808,,0
1501,suzuki,,69,20877,,0
1502,suzuki25,,43,47948,,0
1503,bajaj,,27,46370,,0
1504,bajaj1,,63,39257,,0
1505,honda,,32,42190,,0
1506,suzuki,,41,44622,,0
1507,suzuki25,,58,44427,,0
1508,bajaj,,20,46869,,0
1509,bajaj1,,56,31930,,0
1510,honda,,41,40498,,0
1511,suzuki,,66,46100,,0
1512,suzuki25,,46,36692,,0
1513,bajaj,,36,47587,,0
1514,bajaj1,,36,26922,,0
1515,honda,,51,22898,,0
1516,suzuki,,67,33144,,0
1517,suzuki25,,58,51138,,0
1518,bajaj,,65,28522,,0
1519,bajaj1,,52,24702,,0
1520,honda,,47,20520,,0
1521,suzuki,,50,44849,,0
1522,suzuki25,,45,47530,,0
1523,bajaj,,46,39095,,0
1524,bajaj1,,40,20430,,0
1525,honda,,60,47346,,0
1526,suzuki,,53,44968,,0
1527,suzuki25,,62,51390,,0
1528,bajaj,,29,42265,,0
1529,bajaj1,,39,40998,,0
1530,honda,,51,24227,,0
1531,suzuki,,58,43224,,0
1532,suzuki25,,43,37755,,0
1533,bajaj,,61,21718,,0
1534,bajaj1,,57,20448,,0
1535,honda,,52,28015,,0
1536,suzuki,,33,23468,,0
1537,suzuki25,,25,20078,,0
1538,bajaj,,29,28457,,0
1539,bajaj1,,48,24977,,0
1540,honda,,25,43557,,0
1541,suzuki,,69,28220,,0
1542,suzuki25,,31,33097,,0
1543,bajaj,,36,37231,,0
1544,bajaj1,,37,38310,,0
1545,honda,,28,29174,,0
1546,suzuki,,24,43665,,0
1547,suzuki25,,33,34015,,0
1548,bajaj,,23,44465,,0
1549,bajaj1,,63,30257,,0
1550,honda,,36,34134,,0
1551,suzuki,,49,35291,,0
1552,suzuki25,,56,39180,,0
1553,bajaj,,26,35051,,0
1554,bajaj1,,48,51313,,0
1555,honda,,45,36608,,0
1556,suzuki,,51,50243,,0
1557,suzuki25,,21,52226,,0
1558,bajaj,,61,32189,,0
1559,bajaj1,,57,36368,,0
1560,honda,,49,40996,,0
1561,suzuki,,41,42938,,0
1562,suzuki25,,44,51357,,0
1563,bajaj,,34,34417,,0
1564,bajaj1,,38,28737,,0
1565,honda,,59,36155,,0
1566,suzuki,,40,48243,,0
1567,suzuki25,,22,34732,,0
1568,bajaj,,23,43377,,0
1569,bajaj1,,46,51473,,0
1570,honda,,45,49962,,0
1571,suzuki,,61,52206,,0
1572,suzuki25,,56,24656,,0
1573,bajaj,,57,26027,,0
1574,bajaj1,,29,37805,,0
1575,honda,,65,25226,,0
1576,suzuki,,36,51130,,0
1577,suzuki25,,47,40412,,0
1578,bajaj,,39,47214,,0
1579,bajaj1,,55,27253,,0
1580,honda,,42,48980,,0
1581,suzuki,,25,24413,,0
1582,suzuki25,,56,42464,,0
1583,bajaj,,62,23752,,0
1584,bajaj1,,46,29187,,0
1585,honda,,59,23880,,0
1586,suzuki,,48,24829,,0
1587,suzuki25,,67,26434,,0
1588,bajaj,,51,33907,,0
1589,bajaj1,,52,45727,,0
1590,honda,,28,46529,,0
1591,suzuki,,37,22211,,0
1592,suzuki25,,63,21393,,0
1593,bajaj,,24,38083,,0
1594,bajaj1,,55,32173,,0
1595,honda,,25,37330,,0
1596,suzuki,,37,49937,,0
1597,suzuki25,,64,38397,,0
1598,bajaj,,63,30277,,0
1599,bajaj1,,25,41753,,0
1600,honda,,53,39913,,0
1601,suzuki,,51,30713,,0
1602,suzuki25,,21,42897,,0
1603,bajaj,,42,21476,,0
1604,bajaj1,,52,31444,,0
1605,honda,,52,36421,,0
1606,suzuki,,36,23200,,0
1607,suzuki25,,54,22181,,0
1608,bajaj,,39,20176,,0
1609,bajaj1,,49,45271,,0
1610,honda,,24,40961,,0
1611,suzuki,,61,33138,,0
1612,suzuki25,,62,26529,,0
1613,bajaj,,39,48773,,0
1614,bajaj1,,40,26184,,0
1615,honda,,56,39045,,0
1616,suzuki,,45,37964,,0
1617,suzuki25,,68,44938,,0
1618,bajaj,,31,41104,,0
1619,bajaj1,,30,43195,,0
1620,honda,,41,20892,,0
1621,suzuki,,58,47111,,0
1622,suzuki25,,66,31987,,0
1623,bajaj,,30,29207,,0
1624,bajaj1,,25,34976,,0
1625,honda,,69,31360,,0
1626,suzuki,,50,43795,,0
1627,suzuki25,,48,25148,,0
1628,bajaj,,28,23851,,0
1629,bajaj1,,44,51803,,0
1630,honda,,35,45716,,0
1631,suzuki,,34,40694,,0
1632,suzuki25,,24,35923,,0
1633,bajaj,,66,32357,,0
1634,bajaj1,,34,22943,,0
1635,honda,,35,41137,,0
1636,suzuki,,38,23283,,0
1637,suzuki25,,53,21324,,0
1638,bajaj,,38,39777,,0
1639,bajaj1,,53,23808,,0
1640,honda,,62,37929,,0
1641,suzuki,,20,24102,,0
1642,suzuki25,,54,44682,,0
1643,bajaj,,40,33048,,0
1644,bajaj1,,51,38872,,0
1645,honda,,50,36585,,0
1646,suzuki,,34,39887,,0
1647,suzuki25,,27,48211,,0
1648,bajaj,,62,31015,,0
1649,bajaj1,,67,49904,,0
1650,honda,,36,25704,,0
1651,suzuki,,40,39597,,0
1652,suzuki25,,50,44288,,0
1653,bajaj,,62,26493,,0
1654,bajaj1,,36,47251,,0
1655,honda,,44,28490,,0
1656,suzuki,,21,51346,,0
1657,suzuki25,,39,44081,,0
1658,bajaj,,45,48655,,0
1659,bajaj1,,33,20206,,0
1660,honda,,45,20432,,0
1661,suzuki,,38,50581,,0
1662,suzuki25,,61,26274,,0
1663,bajaj,,53,39556,,0
1664,bajaj1,,68,37871,,0
1665,honda,,35,49045,,0
1666,suzuki,,47,22163,,0
1667,suzuki25,,22,39320,,0
1668,bajaj,,21,41452,,0
1669,bajaj1,,41,24576,,0
1670,honda,,37,23344,,0
1671,suzuki,,65,42204,,0
1672,suzuki25,,52,49412,,0
1673,bajaj,,67,39177,,0
1674,bajaj1,,53,29002,,0
1675,honda,,34,24742,,0
1676,suzuki,,47,33082,,0
1677,suzuki25,,34,35785,,0
1678,bajaj,,22,23476,,0
1679,bajaj1,,23,34672,,0
1680,honda,,38,22996,,0
1681,suzuki,,26,39611,,0
1682,suzuki25,,48,51656,,0
1683,bajaj,,34,50264,,0
1684,bajaj1,,29,22494,,0
1685,honda,,22,35902,,0
1686,suzuki,,31,36321,,0
1687,suzuki25,,58,40350,,0
1688,bajaj,,43,23718,,0
1689,bajaj1,,64,48406,,0
1690,honda,,26,25570,,0
1691,suzuki,,30,28457,,0
1692,suzuki25,,63,27710,,0
1693,bajaj,,45,25324,,0
1694,bajaj1,,31,51118,,0
1695,honda,,24,29953,,0
1696,suzuki,,38,35838,,0
1697,suzuki25,,30,24265,,0
1698,bajaj,,22,23470,,0
1699,bajaj1,,45,26070,,0
1700,honda,,24,45311,,0
